1,1432,0.007005
2,2864,0.007108
3,4296,0.006882
4,5728,0.007130
5,7160,0.007279
6,8592,0.006981
7,10024,0.006959
8,11456,0.006733
9,12888,0.006985
10,14320,0.007266
11,15752,0.007023
12,17184,0.006678
13,18616,0.006940
14,20048,0.006822
15,21480,0.006741
16,22912,0.006712
17,24344,0.006756
18,25776,0.006873
19,27208,0.007273
20,28640,0.007044
21,30072,0.006720
22,31504,0.007201
23,32936,0.006905
24,34368,0.006843
25,35800,0.007376
26,37232,0.007187
27,38664,0.006906
28,40096,0.006795
29,41528,0.006807
30,42960,0.006953
31,44392,0.006681
32,45824,0.006577
33,47256,0.006813
34,48688,0.006658
35,50120,0.006969
36,51552,0.006945
37,52984,0.007101
38,54416,0.007254
39,55848,0.007194
40,57280,0.007114
41,58712,0.006659
42,60144,0.007206
43,61576,0.006731
44,63008,0.007172
45,64440,0.006816
46,65872,0.006961
47,67304,0.006784
48,68736,0.006898
49,70168,0.006876
50,71600,0.006875
51,73032,0.007209
52,74464,0.006885
53,75896,0.006693
54,77328,0.006839
55,78760,0.006664
56,80192,0.006818
57,81624,0.006833
58,83056,0.006647
59,84488,0.006739
60,85920,0.007052
61,87352,0.006665
62,88784,0.006742
63,90216,0.006948
64,91648,0.006618
65,93080,0.006667
66,94512,0.007184
67,95944,0.006614
68,97376,0.006678
69,98808,0.007051
70,100240,0.006726
71,101672,0.006644
72,103104,0.007042
73,104536,0.007043
74,105968,0.006684
75,107400,0.006666
76,108832,0.007119
77,110264,0.006901
78,111696,0.007356
79,113128,0.006965
80,114560,0.006795
81,115992,0.007149
82,117424,0.006730
83,118856,0.007128
84,120288,0.007058
85,121720,0.006597
86,123152,0.006803
87,124584,0.006802
88,126016,0.007095
89,127448,0.007314
90,128880,0.007047
91,130312,0.006849
92,131744,0.007196
93,133176,0.007281
94,134608,0.006791
95,136040,0.006854
96,137472,0.006638
97,138904,0.006753
98,140336,0.006853
99,141768,0.006794
100,143200,0.006652
101,144632,0.006838
102,146064,0.007282
103,147496,0.006931
104,148928,0.007062
105,150360,0.006886
106,151792,0.006716
107,153224,0.006661
108,154656,0.006723
109,156088,0.006804
110,157520,0.006872
111,158952,0.006580
112,160384,0.006555
113,161816,0.006534
114,163248,0.006551
115,164680,0.006570
116,166112,0.006556
117,167544,0.006668
118,168976,0.006573
119,170408,0.007475
120,171840,0.007178
121,173272,0.006674
122,174704,0.006602
123,176136,0.006694
124,177568,0.006785
125,179000,0.006680
126,180432,0.006624
127,181864,0.006668
128,183296,0.006820
129,184728,0.006658
130,186160,0.006583
131,187592,0.006524
132,189024,0.006712
133,190456,0.006879
134,191888,0.006623
135,193320,0.006862
136,194752,0.007096
137,196184,0.006569
138,197616,0.006587
139,199048,0.006858
140,200480,0.006551
141,201912,0.006788
142,203344,0.006887
143,204776,0.006662
144,206208,0.006946
145,207640,0.006898
146,209072,0.006682
147,210504,0.006880
148,211936,0.006625
149,213368,0.006789
150,214800,0.006840
151,216232,0.006850
152,217664,0.007146
153,219096,0.007238
154,220528,0.007342
155,221960,0.006592
156,223392,0.007197
157,224824,0.007120
158,226256,0.006803
159,227688,0.007024
160,229120,0.006837
161,230552,0.006788
162,231984,0.006956
163,233416,0.006775
164,234848,0.006586
165,236280,0.006816
166,237712,0.006832
167,239144,0.006931
168,240576,0.006775
169,242008,0.007302
170,243440,0.006580
171,244872,0.007009
172,246304,0.006788
173,247736,0.006991
174,249168,0.006773
175,250600,0.006587
176,252032,0.006801
177,253464,0.006797
178,254896,0.006878
179,256328,0.006708
180,257760,0.007000
181,259192,0.006681
182,260624,0.006851
183,262056,0.007092
184,263488,0.006636
185,264920,0.006870
186,266352,0.007203
187,267784,0.006615
188,269216,0.006839
189,270648,0.006946
190,272080,0.006757
191,273512,0.006907
192,274944,0.006853
193,276376,0.006696
194,277808,0.006614
195,279240,0.006767
196,280672,0.006556
197,282104,0.006750
198,283536,0.007098
199,284968,0.006949
200,286400,0.006583
201,287832,0.007310
202,289264,0.006766
203,290696,0.006615
204,292128,0.006748
205,293560,0.006611
206,294992,0.007040
207,296424,0.006813
208,297856,0.006576
209,299288,0.006565
210,300720,0.006914
211,302152,0.006773
212,303584,0.006648
213,305016,0.006791
214,306448,0.006785
215,307880,0.006710
216,309312,0.006808
217,310744,0.006882
218,312176,0.006841
219,313608,0.006939
220,315040,0.006623
221,316472,0.007053
222,317904,0.007148
223,319336,0.006734
224,320768,0.006653
225,322200,0.006597
226,323632,0.006587
227,325064,0.006636
228,326496,0.007043
229,327928,0.006990
230,329360,0.006668
231,330792,0.006938
232,332224,0.006639
233,333656,0.006881
234,335088,0.007147
235,336520,0.006767
