1,1432,1.504689
2,2864,1.911137
3,4296,2.479563
4,5728,3.052308
5,7160,3.558689
6,8592,3.974126
7,10024,4.354040
8,11456,4.682957
9,12888,4.896757
10,14320,5.037096
11,15752,5.152712
12,17184,5.255112
13,18616,5.320028
14,20048,5.436954
15,21480,5.541260
16,22912,5.589103
17,24344,5.718193
18,25776,5.772714
19,27208,5.767934
20,28640,5.745620
21,30072,5.789368
22,31504,5.778602
23,32936,5.768656
24,34368,5.744674
25,35800,5.693898
26,37232,5.690113
27,38664,5.650416
28,40096,5.652408
29,41528,5.654771
30,42960,5.682434
31,44392,5.628639
32,45824,5.641602
33,47256,5.648079
34,48688,5.655660
35,50120,5.652115
36,51552,5.665768
37,52984,5.668921
38,54416,5.711403
39,55848,5.686158
40,57280,5.679313
41,58712,5.676763
42,60144,5.647521
43,61576,5.662659
44,63008,5.660032
45,64440,5.686384
46,65872,5.706658
47,67304,5.726942
48,68736,5.758186
49,70168,5.746745
50,71600,5.749452
51,73032,5.730923
52,74464,5.715752
53,75896,5.732167
54,77328,5.716167
55,78760,5.687901
56,80192,5.706298
57,81624,5.683713
58,83056,5.655016
59,84488,5.631738
60,85920,5.642591
61,87352,5.626846
62,88784,5.624058
63,90216,5.657975
64,91648,5.664323
65,93080,5.665831
66,94512,5.672630
67,95944,5.660472
68,97376,5.661615
69,98808,5.661995
70,100240,5.630128
71,101672,5.619089
72,103104,5.616001
73,104536,5.632947
74,105968,5.664370
75,107400,5.675689
76,108832,5.670442
77,110264,5.674927
78,111696,5.657105
79,113128,5.662758
80,114560,5.667374
81,115992,5.670558
82,117424,5.673854
83,118856,5.655720
84,120288,5.628882
85,121720,5.638248
86,123152,5.641642
87,124584,5.652560
88,126016,5.644465
89,127448,5.632767
90,128880,5.644274
91,130312,5.642681
92,131744,5.622351
93,133176,5.606894
94,134608,5.571741
95,136040,5.613035
96,137472,5.595097
97,138904,5.574973
98,140336,5.590784
99,141768,5.596946
100,143200,5.596554
101,144632,5.582404
102,146064,5.586962
103,147496,5.587551
104,148928,5.570728
105,150360,5.561285
106,151792,5.592702
107,153224,5.562491
108,154656,5.568244
109,156088,5.583717
110,157520,5.597078
111,158952,5.590243
112,160384,5.571227
113,161816,5.562364
114,163248,5.580038
115,164680,5.582921
116,166112,5.573520
117,167544,5.556386
118,168976,5.552569
119,170408,5.547890
120,171840,5.522779
121,173272,5.510490
122,174704,5.497240
123,176136,5.482705
124,177568,5.504643
125,179000,5.465278
126,180432,5.472605
127,181864,5.477374
128,183296,5.444310
129,184728,5.402892
130,186160,5.404910
131,187592,5.389009
132,189024,5.375424
133,190456,5.390366
134,191888,5.327993
135,193320,5.310273
136,194752,5.311952
137,196184,5.302097
138,197616,5.301417
139,199048,5.296880
140,200480,5.262494
141,201912,5.232427
142,203344,5.206972
143,204776,5.201659
144,206208,5.190890
145,207640,5.179858
146,209072,5.162673
147,210504,5.134512
148,211936,5.127504
149,213368,5.107789
150,214800,5.069738
151,216232,5.059650
152,217664,5.041215
153,219096,5.006158
154,220528,4.997156
155,221960,5.017405
156,223392,5.023068
157,224824,5.040095
158,226256,5.027490
159,227688,5.030927
160,229120,5.057505
161,230552,5.019033
162,231984,5.026236
163,233416,5.017674
164,234848,5.011217
165,236280,4.997709
166,237712,5.003193
167,239144,4.997723
168,240576,4.982902
169,242008,4.952929
170,243440,4.940206
171,244872,4.926959
172,246304,4.917469
173,247736,4.904359
174,249168,4.901165
175,250600,4.893454
176,252032,4.860494
177,253464,4.877758
178,254896,4.892766
179,256328,4.889827
180,257760,4.897466
181,259192,4.878757
182,260624,4.878373
183,262056,4.879574
184,263488,4.896981
185,264920,4.882940
186,266352,4.892620
187,267784,4.889021
188,269216,4.911405
189,270648,4.905774
190,272080,4.921849
191,273512,4.929877
192,274944,4.937721
193,276376,4.923156
194,277808,4.924840
195,279240,4.947997
196,280672,4.913114
197,282104,4.904464
198,283536,4.920540
199,284968,4.909441
200,286400,4.896944
201,287832,4.924621
202,289264,4.922055
203,290696,4.899021
204,292128,4.912610
205,293560,4.898012
206,294992,4.905484
207,296424,4.891100
208,297856,4.880036
209,299288,4.893527
210,300720,4.894198
211,302152,4.877003
212,303584,4.890128
213,305016,4.889815
214,306448,4.851901
215,307880,4.816496
216,309312,4.790459
217,310744,4.797325
218,312176,4.812860
219,313608,4.805971
220,315040,4.799802
221,316472,4.779178
222,317904,4.774346
223,319336,4.764527
224,320768,4.774711
225,322200,4.773936
226,323632,4.767662
227,325064,4.766598
228,326496,4.766344
229,327928,4.763613
230,329360,4.759130
231,330792,4.734416
232,332224,4.712089
233,333656,4.705127
234,335088,4.715295
235,336520,4.706883
236,337952,4.698007
237,339384,4.709689
238,340816,4.716832
239,342248,4.725513
240,343680,4.707419
241,345112,4.713227
242,346544,4.706478
243,347976,4.703718
244,349408,4.729856
245,350840,4.722177
246,352272,4.732119
247,353704,4.731414
248,355136,4.750907
249,356568,4.745151
250,358000,4.766240
251,359432,4.774116
252,360864,4.740151
253,362296,4.708221
254,363728,4.685882
255,365160,4.688677
256,366592,4.689232
257,368024,4.680590
258,369456,4.683718
259,370888,4.690824
260,372320,4.715256
261,373752,4.723256
262,375184,4.723137
263,376616,4.731361
264,378048,4.725832
265,379480,4.738499
266,380912,4.731172
267,382344,4.736433
268,383776,4.703885
269,385208,4.692099
270,386640,4.682397
271,388072,4.699682
272,389504,4.695924
273,390936,4.700949
274,392368,4.700979
275,393800,4.688231
276,395232,4.696294
277,396664,4.691137
278,398096,4.667627
279,399528,4.657279
280,400960,4.657194
281,402392,4.672235
282,403824,4.685869
283,405256,4.688322
284,406688,4.692889
285,408120,4.695684
286,409552,4.686469
287,410984,4.679854
288,412416,4.687711
289,413848,4.726393
290,415280,4.733540
291,416712,4.718476
292,418144,4.701632
293,419576,4.693531
294,421008,4.693096
295,422440,4.710405
296,423872,4.723725
297,425304,4.731707
298,426736,4.756552
299,428168,4.755948
300,429600,4.756994
301,431032,4.765872
302,432464,4.772750
303,433896,4.777720
304,435328,4.786981
305,436760,4.804526
306,438192,4.807958
307,439624,4.814054
308,441056,4.793560
309,442488,4.771287
310,443920,4.766645
311,445352,4.781001
312,446784,4.772767
313,448216,4.787384
314,449648,4.780632
315,451080,4.768623
316,452512,4.785595
317,453944,4.773383
318,455376,4.763750
319,456808,4.754364
320,458240,4.760559
321,459672,4.773664
322,461104,4.774126
323,462536,4.792389
324,463968,4.779124
325,465400,4.779842
326,466832,4.785255
327,468264,4.808229
328,469696,4.816497
329,471128,4.808709
330,472560,4.808724
331,473992,4.812651
332,475424,4.817264
333,476856,4.803875
334,478288,4.807705
335,479720,4.808230
336,481152,4.802911
337,482584,4.802110
338,484016,4.815921
339,485448,4.814158
340,486880,4.830062
341,488312,4.847290
342,489744,4.874571
343,491176,4.854433
344,492608,4.880313
345,494040,4.879353
346,495472,4.878353
347,496904,4.861369
348,498336,4.865165
349,499768,4.855019
350,501200,4.840555
351,502632,4.856667
352,504064,4.851717
353,505496,4.822556
354,506928,4.800210
355,508360,4.797951
356,509792,4.806530
357,511224,4.833151
358,512656,4.866258
359,514088,4.881740
360,515520,4.874799
361,516952,4.859761
362,518384,4.850547
363,519816,4.834058
364,521248,4.863142
365,522680,4.871321
366,524112,4.877503
367,525544,4.893237
368,526976,4.907357
369,528408,4.885940
370,529840,4.898151
371,531272,4.890237
372,532704,4.909185
373,534136,4.893193
374,535568,4.919010
375,537000,4.908387
376,538432,4.926535
377,539864,4.932490
378,541296,4.930526
379,542728,4.913453
380,544160,4.919651
381,545592,4.908506
382,547024,4.899532
383,548456,4.888472
384,549888,4.900157
385,551320,4.907917
386,552752,4.901650
387,554184,4.941500
388,555616,4.943581
389,557048,4.946929
390,558480,4.917060
391,559912,4.879622
392,561344,4.870714
393,562776,4.884353
394,564208,4.896772
395,565640,4.917708
396,567072,4.910336
397,568504,4.944205
398,569936,4.957411
399,571368,4.935812
400,572800,4.906018
401,574232,4.904840
402,575664,4.901393
403,577096,4.898567
404,578528,4.881050
405,579960,4.877667
406,581392,4.885083
407,582824,4.867404
408,584256,4.869295
409,585688,4.892633
410,587120,4.905813
411,588552,4.907888
412,589984,4.887030
413,591416,4.861936
414,592848,4.886091
415,594280,4.885689
416,595712,4.892959
417,597144,4.895878
418,598576,4.895406
419,600008,4.896558
420,601440,4.902368
421,602872,4.927802
422,604304,4.933088
423,605736,4.940207
424,607168,4.931429
425,608600,4.955985
426,610032,4.961184
427,611464,4.946309
428,612896,4.946734
429,614328,4.935809
430,615760,4.937419
431,617192,4.960583
432,618624,4.941633
433,620056,4.976287
434,621488,4.959873
435,622920,4.973987
436,624352,4.959096
437,625784,4.957340
438,627216,4.944915
439,628648,4.945263
440,630080,4.943402
441,631512,4.951294
442,632944,4.945321
443,634376,4.918987
444,635808,4.907382
445,637240,4.919121
446,638672,4.912917
447,640104,4.931667
448,641536,4.924351
449,642968,4.928143
450,644400,4.905422
451,645832,4.920797
452,647264,4.926155
453,648696,4.917552
454,650128,4.932591
455,651560,4.931243
456,652992,4.938995
457,654424,4.958382
458,655856,4.955111
459,657288,4.954522
460,658720,4.947842
461,660152,4.939445
462,661584,4.941454
463,663016,4.948776
464,664448,4.945294
465,665880,4.941889
466,667312,4.931986
467,668744,4.930872
468,670176,4.937011
469,671608,4.932555
470,673040,4.888688
471,674472,4.906647
472,675904,4.914358
473,677336,4.895077
474,678768,4.897366
475,680200,4.886778
476,681632,4.885619
477,683064,4.894337
478,684496,4.897843
479,685928,4.910505
480,687360,4.894268
481,688792,4.883662
482,690224,4.878572
483,691656,4.866435
484,693088,4.851244
485,694520,4.823915
486,695952,4.857621
487,697384,4.870267
488,698816,4.895845
489,700248,4.908855
490,701680,4.906613
491,703112,4.911847
492,704544,4.879313
493,705976,4.881104
494,707408,4.885580
495,708840,4.897623
496,710272,4.877251
497,711704,4.874240
498,713136,4.865413
499,714568,4.857336
500,716000,4.892123
501,717432,4.881157
502,718864,4.884393
503,720296,4.874813
504,721728,4.866541
505,723160,4.863908
506,724592,4.859413
507,726024,4.861569
508,727456,4.864522
509,728888,4.856215
510,730320,4.837857
511,731752,4.858322
512,733184,4.873524
513,734616,4.856074
514,736048,4.858058
515,737480,4.865367
516,738912,4.857847
517,740344,4.848839
518,741776,4.819479
519,743208,4.793204
520,744640,4.786480
521,746072,4.806587
522,747504,4.810025
523,748936,4.819293
524,750368,4.837890
525,751800,4.825743
526,753232,4.829006
527,754664,4.834788
528,756096,4.839873
529,757528,4.815809
530,758960,4.813557
531,760392,4.803046
532,761824,4.802130
533,763256,4.822146
534,764688,4.841890
535,766120,4.839813
536,767552,4.842917
537,768984,4.849527
538,770416,4.837527
539,771848,4.827431
540,773280,4.801867
541,774712,4.794667
542,776144,4.778006
543,777576,4.758381
544,779008,4.761796
545,780440,4.762974
546,781872,4.739662
547,783304,4.755357
548,784736,4.744174
549,786168,4.740391
550,787600,4.744067
551,789032,4.749618
552,790464,4.771654
553,791896,4.779136
554,793328,4.798998
555,794760,4.799837
556,796192,4.791197
557,797624,4.792867
558,799056,4.785314
559,800488,4.791609
560,801920,4.807112
561,803352,4.812366
562,804784,4.778628
563,806216,4.788349
564,807648,4.792441
565,809080,4.772553
566,810512,4.813656
567,811944,4.813130
568,813376,4.816483
569,814808,4.823905
570,816240,4.791863
571,817672,4.788914
572,819104,4.773436
573,820536,4.743410
574,821968,4.779018
575,823400,4.799657
576,824832,4.829836
577,826264,4.831858
578,827696,4.840388
579,829128,4.837125
580,830560,4.812756
581,831992,4.801481
582,833424,4.758526
583,834856,4.752468
584,836288,4.781282
585,837720,4.788328
586,839152,4.804303
587,840584,4.799852
588,842016,4.815279
589,843448,4.824294
590,844880,4.818851
591,846312,4.795575
592,847744,4.806668
593,849176,4.803942
594,850608,4.786517
595,852040,4.796603
596,853472,4.809629
597,854904,4.778330
598,856336,4.795840
599,857768,4.820104
600,859200,4.811537
601,860632,4.804044
602,862064,4.782600
603,863496,4.749716
604,864928,4.750943
605,866360,4.772600
606,867792,4.771740
607,869224,4.754561
608,870656,4.740446
609,872088,4.741469
610,873520,4.747755
611,874952,4.743703
612,876384,4.741338
613,877816,4.746935
614,879248,4.728757
615,880680,4.737382
616,882112,4.751860
617,883544,4.770974
618,884976,4.760872
619,886408,4.762015
620,887840,4.758032
621,889272,4.746488
622,890704,4.755714
623,892136,4.754944
624,893568,4.741220
625,895000,4.723810
626,896432,4.705419
627,897864,4.696172
628,899296,4.685499
629,900728,4.692003
630,902160,4.719506
631,903592,4.724028
632,905024,4.711487
633,906456,4.706065
634,907888,4.697529
635,909320,4.700464
636,910752,4.687527
637,912184,4.679030
638,913616,4.659892
639,915048,4.659582
640,916480,4.666507
641,917912,4.663230
642,919344,4.662061
643,920776,4.667600
644,922208,4.661778
645,923640,4.643350
646,925072,4.697144
647,926504,4.703590
648,927936,4.683298
649,929368,4.678397
650,930800,4.691439
651,932232,4.698595
652,933664,4.710206
653,935096,4.700312
654,936528,4.680634
655,937960,4.651582
656,939392,4.674602
657,940824,4.677953
658,942256,4.639838
659,943688,4.655191
660,945120,4.641009
661,946552,4.653083
662,947984,4.624721
663,949416,4.630928
664,950848,4.619379
665,952280,4.643603
666,953712,4.650334
667,955144,4.630516
668,956576,4.638124
669,958008,4.626260
670,959440,4.625936
671,960872,4.653644
672,962304,4.641965
673,963736,4.633814
674,965168,4.638792
675,966600,4.644007
676,968032,4.643917
677,969464,4.644478
678,970896,4.635706
679,972328,4.670375
680,973760,4.662628
681,975192,4.666035
682,976624,4.656133
683,978056,4.625199
684,979488,4.644325
685,980920,4.638428
686,982352,4.640986
687,983784,4.628767
688,985216,4.604794
689,986648,4.594678
690,988080,4.572162
691,989512,4.559595
692,990944,4.554642
693,992376,4.547930
694,993808,4.561868
695,995240,4.557935
696,996672,4.561621
697,998104,4.592130
698,999536,4.605753
699,1000968,4.615691
700,1002400,4.621555
701,1003832,4.621073
702,1005264,4.612108
703,1006696,4.637315
704,1008128,4.630379
705,1009560,4.638569
706,1010992,4.637097
707,1012424,4.638463
708,1013856,4.660921
709,1015288,4.675818
710,1016720,4.663438
711,1018152,4.666207
712,1019584,4.648528
713,1021016,4.640669
714,1022448,4.632043
715,1023880,4.641978
716,1025312,4.620061
717,1026744,4.619012
718,1028176,4.593951
719,1029608,4.586033
720,1031040,4.555680
721,1032472,4.550004
722,1033904,4.542271
723,1035336,4.552323
724,1036768,4.564608
725,1038200,4.564934
726,1039632,4.548860
727,1041064,4.558839
728,1042496,4.560549
729,1043928,4.559394
730,1045360,4.546831
731,1046792,4.569787
732,1048224,4.555948
733,1049656,4.552276
734,1051088,4.524141
735,1052520,4.519519
736,1053952,4.530362
737,1055384,4.534139
738,1056816,4.536020
739,1058248,4.528046
740,1059680,4.528048
741,1061112,4.552473
742,1062544,4.568508
743,1063976,4.554322
744,1065408,4.550522
745,1066840,4.546267
746,1068272,4.548754
747,1069704,4.555495
748,1071136,4.526409
749,1072568,4.545201
750,1074000,4.529131
751,1075432,4.515147
752,1076864,4.535461
753,1078296,4.510199
754,1079728,4.510911
755,1081160,4.509923
756,1082592,4.503548
757,1084024,4.507473
758,1085456,4.503176
759,1086888,4.503252
760,1088320,4.526101
761,1089752,4.513708
762,1091184,4.486400
763,1092616,4.476402
764,1094048,4.467050
765,1095480,4.442333
766,1096912,4.438205
767,1098344,4.473738
768,1099776,4.491768
769,1101208,4.512564
770,1102640,4.517222
771,1104072,4.527117
772,1105504,4.511959
773,1106936,4.542411
774,1108368,4.543701
775,1109800,4.550041
776,1111232,4.560591
777,1112664,4.561631
778,1114096,4.546885
779,1115528,4.550953
780,1116960,4.537331
781,1118392,4.511377
782,1119824,4.508449
783,1121256,4.472464
784,1122688,4.483215
785,1124120,4.486771
786,1125552,4.479437
787,1126984,4.476522
788,1128416,4.492925
789,1129848,4.514251
790,1131280,4.524617
791,1132712,4.561729
792,1134144,4.540126
793,1135576,4.542472
794,1137008,4.529882
795,1138440,4.528111
796,1139872,4.515121
797,1141304,4.518425
798,1142736,4.532837
799,1144168,4.509301
800,1145600,4.530132
801,1147032,4.528325
802,1148464,4.493359
803,1149896,4.500828
804,1151328,4.490485
805,1152760,4.495595
806,1154192,4.507834
807,1155624,4.520300
808,1157056,4.522674
809,1158488,4.514687
810,1159920,4.541208
811,1161352,4.542514
812,1162784,4.529358
813,1164216,4.512807
814,1165648,4.487827
815,1167080,4.486914
816,1168512,4.472308
817,1169944,4.488247
818,1171376,4.475787
819,1172808,4.472011
820,1174240,4.460765
821,1175672,4.448544
822,1177104,4.448596
823,1178536,4.447390
824,1179968,4.460312
825,1181400,4.471258
826,1182832,4.448736
827,1184264,4.441051
828,1185696,4.430935
829,1187128,4.447459
830,1188560,4.472723
831,1189992,4.502816
832,1191424,4.468558
833,1192856,4.472646
834,1194288,4.469820
835,1195720,4.462690
836,1197152,4.440110
837,1198584,4.435201
838,1200016,4.430608
839,1201448,4.419116
840,1202880,4.432004
841,1204312,4.409198
842,1205744,4.416464
843,1207176,4.403699
844,1208608,4.411697
845,1210040,4.394728
846,1211472,4.394006
847,1212904,4.411993
848,1214336,4.440436
849,1215768,4.454136
850,1217200,4.462619
851,1218632,4.449083
852,1220064,4.455062
853,1221496,4.447568
854,1222928,4.428520
855,1224360,4.440955
856,1225792,4.438847
857,1227224,4.474697
858,1228656,4.454492
859,1230088,4.454167
860,1231520,4.454034
